plot_file,actively_saved,actively_saved_on_year,actively_saved_on_month,actively_saved_on_day,operator,plot_number,id,location_srs,location_x,location_y,imagery_1992_availability,imagery_1992_availability_label,imagery_1992_date,presence_1992_of,presence_1992_of_label,size_1992_group,size_1992_group_label,notes_1992_inside_polygon,notes_1992_outside_polygon,imagery_1997_availability,imagery_1997_availability_label,imagery_1997_date,presence_1997_of,presence_1997_of_label,size_1997_group,size_1997_group_label,notes_1997_inside_polygon,notes_1997_outside_polygon,imagery_2004_availability,imagery_2004_availability_label,imagery_2004_date,presence_2004_of,presence_2004_of_label,size_2004_group,size_2004_group_label,notes_2004_inside_polygon,notes_2004_outside_polygon,imagery_2015_availability,imagery_2015_availability_label,imagery_2015_date,presence_2015_of,presence_2015_of_label,size_2015_group,size_2015_group_label,notes_2015_inside_polygon,notes_2015_outside_polygon
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,90,FOR to MOS,EPSG:4326,99.02174293,13.4033132,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014, 2015, 2017",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,91,FOR to MOS,EPSG:4326,99.07564184,12.48433666,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2015, 2016",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,92,FOR to MOS,EPSG:4326,98.09063913,14.89227078,,,,,,,,,,,,,,,,,,,1,Yes,2002,7,Mixed,4,NA,NA,NA,1,Yes,2014,7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,94,FOR to MOS,EPSG:4326,98.91933498,14.03258305,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2016, 2016",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,95,FOR to MOS,EPSG:4326,98.16475015,14.93673739,,,,,,,,,,,,,,,,,,,1,Yes,2002,7,Mixed,4,NA,NA,NA,1,Yes,"2013, 2017",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,98,FOR to MOS,EPSG:4326,98.88706473,14.09366849,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2016",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,99,FOR to MOS,EPSG:4326,98.6320123,13.88031861,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2016",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,101,FOR to MOS,EPSG:4326,98.89418216,11.99475483,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2013",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,103,FOR to MOS,EPSG:4326,98.32914184,14.22796663,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014, 2015",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,104,FOR to MOS,EPSG:4326,98.520483,13.34941428,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2012, 2015",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,106,FOR to MOS,EPSG:4326,98.53126278,14.13094858,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2016,7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,111,FOR to MOS,EPSG:4326,98.78189275,11.223102,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2015,7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,117,FOR to MOS,EPSG:4326,98.9381996,12.6864576,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2016",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,119,FOR to MOS,EPSG:4326,99.06037048,11.40995158,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2017,7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,122,FOR to MOS,EPSG:4326,98.0973765,13.93691248,,,,,,,,,,,,,,,,,,,1,Yes,2005,7,Mixed,4,NA,NA,NA,1,Yes,2016,7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,124,FOR to MOS,EPSG:4326,98.6148061,13.93960742,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2013",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,128,FOR to MOS,EPSG:4326,98.69295953,10.79460561,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2016,7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,129,FOR to MOS,EPSG:4326,98.86603494,11.44708195,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2015",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,136,FOR to MOS,EPSG:4326,98.29539085,14.46294024,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014, 2016",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,148,FOR to MOS,EPSG:4326,98.15936025,14.88822836,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014, 2017",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,150,FOR to MOS,EPSG:4326,98.61884852,13.38175363,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2013,7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,55,FOR to MOS,EPSG:4326,98.83040177,12.76191608,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2012,7,Mixed,,,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,79,FOR to MOS,EPSG:4326,99.06755701,12.44660742,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2016",7,Mixed,,,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,137,FOR to MOS,EPSG:4326,99.43676459,11.84698197,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2013, 2015",1,Logging,1,Small,"Initially all FOR, in 2015, logging.",NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,51,FOR to MOS,EPSG:4326,99.4196966,11.85551596,,,,,,,,,,,,,,,,,,,1,Yes,2003,5,Forest,4,NA,NA,NA,1,Yes,"2013, 2014, 2015",1,Logging,2,Medium,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,63,FOR to MOS,EPSG:4326,98.94089455,12.89666338,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2014,1,Logging,2,Medium,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,113,FOR to MOS,EPSG:4326,98.89979663,11.41174821,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2014,1,Logging,3,Large,"Mainly OPM, then logging",NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,24,J Johanness,1,FOR to MOS,EPSG:4326,98.96604738,12.47176025,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014, 2016",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,28,FOR to MOS,EPSG:4326,98.44637199,14.22257674,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,24,J Johanness,29,FOR to MOS,EPSG:4326,98.97862379,12.50050634,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014, 2016",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,56,FOR to MOS,EPSG:4326,98.83174924,12.02619587,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2013,5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,74,FOR to MOS,EPSG:4326,98.64579798,10.85928431,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2018,5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,86,FOR to MOS,EPSG:4326,98.66331513,13.06644497,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2016",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,108,FOR to MOS,EPSG:4326,99.55264726,11.85102439,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2015",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,115,FOR to MOS,EPSG:4326,98.7495534,11.79712547,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2012, 2013",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,126,FOR to MOS,EPSG:4326,98.82770682,11.98846662,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2012, 2013",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,139,FOR to MOS,EPSG:4326,98.83309672,11.98577168,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2012, 2013",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,141,FOR to MOS,EPSG:4326,98.79806242,12.66489803,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2012, 2013",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,24,J Johanness,8,FOR to MOS,EPSG:4326,99.50144329,11.85910922,,,,,,,,,,,,,,,,,,,1,Yes,2003,5,Forest,4,NA,NA,,,,"2013, 2015",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,18,FOR to MOS,EPSG:4326,98.14049563,13.77117331,,,,,,,,,,,,,,,,,,,1,Yes,2005,5,Forest,4,NA,NA,NA,,,"2011, 2016",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,76,FOR to MOS,EPSG:4326,99.01275977,13.68807914,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014, 2016, 2017",5,Forest,,,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,72,FOR to MOS,EPSG:4326,97.96262921,14.66454786,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2016",8,Built up area,2,Medium,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,24,J Johanness,11,FOR to MOS,EPSG:4326,98.16475015,13.82911464,,,,,,,,,,,,,,,,,,,1,Yes,2005,8,Built up area,3,Large,NA,NA,1,Yes,"2016, 2017",8,Built up area,3,Large,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,102,FOR to MOS,EPSG:4326,98.25907325,13.87897114,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2011, 2017",8,Built up area,3,Large,"RPD small, mainly BUA",NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,93,FOR to MOS,EPSG:4326,99.19960935,11.9399576,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2014,6,Bare ground,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,24,J Johanness,24,FOR to MOS,EPSG:4326,98.75224834,13.11764894,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2017,,,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,24,J Johanness,7,FOR to MOS,EPSG:4326,99.27237289,11.78095579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,24,J Johanness,15,FOR to MOS,EPSG:4326,98.91125015,12.07200995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,24,J Johanness,20,FOR to MOS,EPSG:4326,99.02982776,11.85641428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,24,J Johanness,22,FOR to MOS,EPSG:4326,99.10836017,13.34027673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,54,FOR to MOS,EPSG:4326,98.96514906,12.02889081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,61,FOR to MOS,EPSG:4326,99.25620322,11.89683847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,70,FOR to MOS,EPSG:4326,99.25735819,11.88779115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,71,FOR to MOS,EPSG:4326,98.54833077,14.21000032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,96,FOR to MOS,EPSG:4326,98.95436928,11.32955236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,97,FOR to MOS,EPSG:4326,99.27742591,11.79409365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,135,FOR to MOS,EPSG:4326,98.6872702,10.80438727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,25,J Johanness,144,FOR to MOS,EPSG:4326,99.25350827,11.91570309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,151,FOR to SHB,EPSG:4326,98.2875199,13.82432363,,,,,,,,,,,,,,,,,,,,,NA,10,NA,4,NA,NA,NA,1,Yes,"2013, 2017",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,152,FOR to SHB,EPSG:4326,99.37882325,11.85910922,,,,,,,,,,,,,,,,,,,1,Yes,2003,5,Forest,,,NA,NA,1,Yes,2015,7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,153,FOR to SHB,EPSG:4326,98.8009227,12.27465995,,,,,,,,,,,,,,,,,,,2,No,NA,10,NA,4,NA,NA,NA,1,Yes,"2013, 2014",4,Rice paddy,1,Small,"FOR dominated, some RPD, even lesser RBR",
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,154,FOR to SHB,EPSG:4326,99.37478083,11.4171381,,,,,,,,,,,,,,,,,,,1,Yes,2003,5,Forest,4,NA,NA,NA,1,Yes,"2014, 2017",3,Oil palm,1,Small,Looks more like OPM than RBR,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,155,FOR to SHB,EPSG:4326,99.45697668,11.82811735,,,,,,,,,,,,,,,,,,,1,Yes,2003,5,Forest,4,NA,NA,NA,1,Yes,"2013, 2013, 2015",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,156,FOR to SHB,EPSG:4326,98.41862186,13.87063243,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2015,7,Mixed,4,NA,"Plantations observed, but hard to tell crop type",NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,157,FOR to SHB,EPSG:4326,98.02892487,15.08415092,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2015",,,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,158,FOR to SHB,EPSG:4326,98.65523029,10.42809298,,,,,,,,,,,,,,,,,,,1,Yes,2005,7,Mixed,4,NA,Mixed nat veg,Large logging surrounding polygon,,,"2016, 2016, 2017, 2018",7,Mixed,4,NA,Mixed nat veg,Large OPM around polygon
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,159,FOR to SHB,EPSG:4326,98.87783282,14.03770345,,,,,,,,,,,,,,,,,,,1,Yes,2005,7,Mixed,4,NA,NA,NA,1,Yes,2016,5,Forest,,,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,160,FOR to SHB,EPSG:4326,97.88447578,14.93707425,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2014,5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,161,FOR to SHB,EPSG:4326,99.00843663,11.47861656,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2015, 2017",2,Rubber,3,Large,Widespread RBR,More RBR plantations
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,162,FOR to SHB,EPSG:4326,98.42885484,13.99081139,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2015,7,Mixed,4,NA,Mixed nat veg,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,163,FOR to SHB,EPSG:4326,98.61265015,13.95523811,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2013,7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,164,FOR to SHB,EPSG:4326,98.72395141,13.12034388,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2013,5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,165,FOR to SHB,EPSG:4326,98.68114703,13.80070045,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2013,2,Rubber,3,Large,Widespread plantation all around,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,166,FOR to SHB,EPSG:4326,99.25755069,11.95208486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,167,FOR to SHB,EPSG:4326,98.98116021,13.29630799,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2014,5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,168,FOR to SHB,EPSG:4326,99.02713282,11.03176085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,169,FOR to SHB,EPSG:4326,98.89912289,12.6864576,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2016,7,Mixed,,,"Small patch of agriculture, unknown crop type",NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,170,FOR to SHB,EPSG:4326,98.79643528,12.74971256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,2,Rubber,1,Small,Many patches that could be plantations. Only small RBR was observed,
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,171,FOR to SHB,EPSG:4326,98.97862379,11.02502348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,172,FOR to SHB,EPSG:4326,98.90047036,14.10399912,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014, 2016",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,173,FOR to SHB,EPSG:4326,98.86543607,11.3524594,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2016,1,Logging,1,Small,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,174,FOR to SHB,EPSG:4326,99.04464997,13.4679919,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2017",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,175,FOR to SHB,EPSG:4326,99.03252271,13.3332446,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2017",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,176,FOR to SHB,EPSG:4326,98.84252903,13.99081139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,177,FOR to SHB,EPSG:4326,98.16744509,14.93404244,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2014,5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,178,FOR to SHB,EPSG:4326,99.60924112,11.7108872,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2015, 2017",5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,179,FOR to SHB,EPSG:4326,98.25368336,14.29534027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2013, 2014, 2015, 2016",2,Rubber,3,Large,RBR all around. Logging observed.,RBR outside too.
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,180,FOR to SHB,EPSG:4326,98.36507445,14.18170339,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2014",2,Rubber,2,Medium,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,181,FOR to SHB,EPSG:4326,98.31954783,14.19153096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2013, 2014, 2015, 2016",2,Rubber,2,Medium,"Large tracts of RBR, 50-50 with FOR",NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,182,FOR to SHB,EPSG:4326,99.06216711,11.65294587,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,183,FOR to SHB,EPSG:4326,98.14588552,13.81294497,,,,,,,,,,,,,,,,,,,1,Yes,2005,5,Forest,4,NA,NA,NA,1,Yes,"2016, 2017",,,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,184,FOR to SHB,EPSG:4326,98.60402632,10.69219767,,,,,,,,,,,,,,,,,,,1,Yes,2005,5,Forest,,,NA,NA,1,Yes,"2017, 2018",3,Oil palm,3,Large,All OPM,Large tracts of OPM continue outwards
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,185,FOR to SHB,EPSG:4326,99.07025195,11.85371933,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2014,2,Rubber,1,Small,Mainly nat veg,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,186,FOR to SHB,EPSG:4326,98.75224834,14.09591428,,,,,,,,,,,,,,,,,,,1,Yes,2005,5,Forest,4,NA,NA,NA,1,Yes,2012,5,Forest,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,187,FOR to SHB,EPSG:4326,98.26446314,13.98407403,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2016, 2016",2,Rubber,2,Medium,RBR expansion over time,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,188,FOR to SHB,EPSG:4326,99.00839653,12.67670446,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2016",2,Rubber,1,Small,"Very small patches of RBR, mainly nat veg",NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,189,FOR to SHB,EPSG:4326,98.97592885,13.28204063,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2016,7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,190,FOR to SHB,EPSG:4326,98.67409491,11.70010742,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2012,2,Rubber,2,Medium,RBR about 50-50 with nat veg,"Much more RBR plantations northwards, southwards and westwards"
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,191,FOR to SHB,EPSG:4326,99.05408228,12.02889081,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2016",7,Mixed,4,NA,"Nat veg, no agriculture, hard to tell if RPD, but most likely WTR",NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,192,FOR to SHB,EPSG:4326,98.99209852,12.12051897,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2014,2,Rubber,,,"RBR dominates, foll by RPD",RBR and RPD
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,193,FOR to SHB,EPSG:4326,98.89508047,12.12051897,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,2013,2,Rubber,2,Medium,NA,Lots of RPD
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,194,FOR to SHB,EPSG:4326,99.01006483,11.41040074,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2015, 2017",2,Rubber,2,Medium,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,195,FOR to SHB,EPSG:4326,98.82231693,12.2983854,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2014, 2017",4,Rice paddy,3,Large,NA,RBR and RPD outside
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,196,FOR to SHB,EPSG:4326,98.67409491,13.85471663,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2013, 2013",7,Mixed,4,NA,Nat veg mosaic,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,197,FOR to SHB,EPSG:4326,99.4313747,11.88471121,,,,,,,,,,,,,,,,,,,1,Yes,2003,5,Forest,4,NA,NA,NA,,,"2013, 2014, 2015",,,,,"RBR all around, logging too",More RBR
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,198,FOR to SHB,EPSG:4326,98.38034581,14.64298829,,,,,,,,,,,,,,,,,,,2,No,2002,7,Mixed,4,NA,NA,NA,1,Yes,"2013, 2014, 2016",7,Mixed,4,NA,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,199,FOR to SHB,EPSG:4326,97.98957866,14.71305688,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,"2014, 2016",2,Rubber,2,Medium,NA,NA
Edited_for_CEP_try_2.csv,TRUE,2019,1,23,J Johanness,200,FOR to SHB,EPSG:4326,98.60941621,14.21718684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
